cd,cl
0.02704017388813413,-0.27931828483150106
0.01690505272432635,-0.19062528006950036
0.02528731109075195,-0.11384989159077645
0.012399958041827905,-0.04525598020191021
0.010948835916937318,0.038342186767966205
0.022459936967238917,0.133931412657462
0.010452142870051624,0.2676209552706744
0.01645498114489776,0.349053219584398
0.012871253326876811,0.43623302905881806
0.012524419210242851,0.48207359600926664
0.012681746311406006,0.5199370418093713
0.015316395755840291,0.5692130604932367
0.014158202942762453,0.6066528719380885
0.020150419337392835,0.653932511159114
0.011271908898720658,0.7075539780310125
0.02378057087702728,0.7294310243253911
0.02113224981171324,0.7438707454218442
0.002078014524197163,0.7655707151627268
0.010594178566985954,0.7742010092562376
0.01529660899326537,0.7778788575174663
0.013615221824996126,0.7811831790236823
0.010942537052521274,0.7828054587546451
-0.0007267103988018597,0.8257670785140306
0.022331173715825957,0.793621549948693
0.009069874048324315,0.8181572184409784
0.008592406490007242,0.8411222390171045
0.0195046417240229,0.8343186427845353
0.014737856157442141,0.8562435299103434
0.014548949829478752,0.8613921603240232
0.022060881757423826,0.8641382237330124
0.01810169206043357,0.8926689380054486
0.01905082946117484,0.9119580565562971
0.006593495608457872,0.9502098284427161
0.03439593946252605,0.9163826070162164
0.03439593946252605,0.9163826070162164
0.021628549392655985,0.9519193440530181
0.02726865257852966,0.945527491877036
0.01589691109643071,0.9617271129512275
0.01927561642198523,0.9590483470672854
0.01925356168296199,0.9577588008096121
0.01833241680405192,0.965590362549524
0.01727482760235663,0.973059266963915
0.017896432077764843,0.9796011942613386
0.019096182044523152,0.9787194239272986
0.020939030858873303,0.9760571713101692
0.026891498655366337,0.9883338866213586
0.020808011020053807,0.9934284162555951
0.028211743891757582,0.9895092175637352
0.02286903788713758,1.018138145098133
0.028840126210052282,1.0155889375001204
0.022960119371232608,1.024527676188499
0.026160147310997785,1.0173238285807307
0.03367800527114874,0.9932907267007736
0.04111058584341597,0.9782080562788511
0.03546891462773449,0.9724738311354442
0.03324396399073079,0.972382742545015
0.03583649194707122,0.9540257233805356
0.042729820531687855,0.9312231423073007
0.030247945107207068,0.9280517592104023
0.03690788371291746,0.8997593972029615
0.03690788371291746,0.8997593972029615
0.03595269658485257,0.8908100895558619
0.03595269658485257,0.8908100895558619
0.036455730050318186,0.8719853155086231
0.03159113316983861,0.8655961973933145
0.07060982969181194,0.97430449576439
0.03159113316983861,0.8655961973933145
0.036455730050318186,0.8719853155086231
0.03595269658485257,0.8908100895558619
0.03690788371291746,0.8997593972029615
0.030247945107207068,0.9280517592104023
0.03141092335058148,0.9188092161960575
0.042729820531687855,0.9312231423073007
0.03583649194707122,0.9540257233805356
0.03324396399073079,0.972382742545015
0.03546891462773449,0.9724738311354442
0.04111058584341597,0.9782080562788511
0.03367800527114874,0.9932907267007736
0.026160147310997785,1.0173238285807307
0.022960119371232608,1.024527676188499
0.028840126210052282,1.0155889375001204
0.02286903788713758,1.018138145098133
0.028211743891757582,0.9895092175637352
0.020808011020053807,0.9934284162555951
0.026891498655366337,0.9883338866213586
